vendor,category,sku,name,unit,price,url,brand,image,scrape_date
Turks Tra Lumber,Lumber & Framing Components,ITS3.56/16,"3-1/2""x16"" ITS Top Flange Joist Hanger for Engineered Wood, Zinc Galvanized",/ Each,$10.56,https://turkstralumber.com/products/its-galvanized-top-flange-joist-hanger-for-3-1-2-in-x-16-in-engineered-wood,SIMPSON STRONG-TIE®,https://turkstralumber.com/cdn/shop/files/C_ITS356-16_ProdPho_RI_Prod_C0.png,2026-01-10 21:44:43.791860
Turks Tra Lumber,Lumber & Framing Components,ITS1.81/9.5,"1-3/4""x9-1/2"" ITS TopFlange Joist Hanger for Engineered Wood, Zinc Galvanized",/ Each,$5.45,https://turkstralumber.com/products/its-galvanized-top-flange-joist-hanger-for-1-3-4-in-x-9-1-2-in-engineered-wood-pack-of-25,SIMPSON STRONG-TIE®,https://turkstralumber.com/cdn/shop/files/C_ITS181-95_ProdPho_Pho_Prod_I-JoistHybridHanger_C0.png,2026-01-10 21:44:43.914230
Turks Tra Lumber,Lumber & Framing Components,HUS1.81/10,"1-3/4""x9-1/2"" HUS Face Mount Joist Hanger for Engineered Wood, Zinc Galvanized",/ Each,$10.48,https://turkstralumber.com/products/hus-galvanized-face-mount-joist-hanger-for-1-3-4-in-x-9-1-2-in-engineered-wood,SIMPSON STRONG-TIE®,https://turkstralumber.com/cdn/shop/files/C_HUS181-10_ProdPho_Pho_Prod_HeavyU-ShapedHanger_C0.png,2026-01-10 21:45:13.550320
Turks Tra Lumber,Lumber & Framing Components,HGUS7.25/10,"7""x9-1/2"" HGUS Face Mount Joist Hanger for Engineered Wood, Zinc Galvanized",/ Each,$51.44,https://turkstralumber.com/products/hgus-galvanized-face-mount-joist-hanger-for-7-in-x-9-1-2-in-engineered-wood-pack-of-216,SIMPSON STRONG-TIE®,https://turkstralumber.com/cdn/shop/files/HGUS725-10_RI_1.png,2026-01-10 21:45:13.641475
Turks Tra Lumber,Lumber & Framing Components,HGUS7.25/14,"7""x14"" HGUS Face Mount Joist Hanger for Engineered Wood, Zinc Galvanized",/ Each,$58.51,https://turkstralumber.com/products/hgus-galvanized-face-mount-joist-hanger-for-7-in-x-14-in-engineered-wood-pack-of-8,SIMPSON STRONG-TIE®,https://turkstralumber.com/cdn/shop/files/HGUS725-14_RI.png,2026-01-10 21:45:13.746311
Turks Tra Lumber,Lumber & Framing Components,HGUS5.50/10,"5-1/4""x9-1/2"" HGUS Face Mount Joist Hanger for Engineered Wood, Zinc Galvanized",/ Each,$37.98,https://turkstralumber.com/products/hgus-galvanized-face-mount-joist-hanger-for-5-1-4-in-x-9-1-2-in-engineered-wood-pack-of-12,SIMPSON STRONG-TIE®,https://turkstralumber.com/cdn/shop/files/HGUS550-10_RI_1.png,2026-01-10 21:45:13.838671
Turks Tra Lumber,Lumber & Framing Components,HGUS5.50/14,"5-1/4""x14"" HGUS Face Mount Joist Hanger for Engineered Wood, Zinc Galvaized",/ Each,$48.31,https://turkstralumber.com/products/hgus-galvanized-face-mount-joist-hanger-for-5-1-4-in-x-14-in-engineered-wood-pack-of-12,SIMPSON STRONG-TIE®,https://turkstralumber.com/cdn/shop/files/HGUS550-14_RI.png,2026-01-10 21:45:13.961256
Turks Tra Lumber,Lumber & Framing Components,HGUS5.50/12,"5-1/4""x11-7/8"" HGUS Face Mount Joist Hanger for Engineered Wood, Zinc Galvanized",/ Piece,$34.90,https://turkstralumber.com/products/hgus-galvanized-face-mount-joist-hanger-for-5-1-4-in-x-11-7-8-in-engineered-wood,SIMPSON STRONG-TIE®,https://turkstralumber.com/cdn/shop/files/HGUS550-12_RI.png,2026-01-10 21:45:14.053896
Turks Tra Lumber,Lumber & Framing Components,HGUS48,"HGUS Face Mount Joist Hanger for 4x8, Zinc Galvanized",/ Each,$30.22,https://turkstralumber.com/products/hgus-galvanized-face-mount-joist-hanger-for-4x8-pack-of-432,SIMPSON STRONG-TIE®,https://turkstralumber.com/cdn/shop/files/HGUS48_RI.png,2026-01-10 21:45:14.147703
Turks Tra Lumber,Lumber & Framing Components,HGUS414,"HGUS Face Mount Joist Hanger for 4x14, Zinc Galvanized",/ Each,$47.98,https://turkstralumber.com/products/hgus-galvanized-face-mount-joist-hanger-for-4x14,SIMPSON STRONG-TIE®,https://turkstralumber.com/cdn/shop/files/HGUS414_RI.png,2026-01-10 21:45:14.239089
Turks Tra Lumber,Lumber & Framing Components,HGUS410-PC,"HGUS Face Mount Beam Hanger for 4x10, Zinc Galvanized",/ Piece,$29.75,https://turkstralumber.com/products/hgus-galvanized-face-mount-beam-hanger-for-4x10-pack-of-12,SIMPSON STRONG-TIE®,https://turkstralumber.com/cdn/shop/files/HGUS410_layer.png,2026-01-10 21:45:14.330470
Turks Tra Lumber,Lumber & Framing Components,HGUS26-3-PC,"5-1/2"" HGUS Face-Mount Joist Hanger for Triple 2x Truss, Zinc Galvanized",/ Piece,$23.25,https://turkstralumber.com/products/hgus-5-1-2-in-galvanized-face-mount-joist-hanger-for-triple-2x-truss,SIMPSON STRONG-TIE®,https://turkstralumber.com/cdn/shop/files/HGUS26-3_RI.png,2026-01-10 21:45:14.453507
Turks Tra Lumber,Lumber & Framing Components,78OSBA,7/8”x4’x8’ T&G Enhanced Oriented Strand Board (OSB),/ Sheet,$82.00,https://turkstralumber.com/products/7-8-4-x-8-advanced-orientated-strand-board-osb-engineered-wood-sheeting-22-mm,TURKSTRA,https://turkstralumber.com/cdn/shop/files/osba_4bde4bae-1937-465c-9395-52c4d97f0e1a.jpg,2026-01-10 21:45:14.545594
Turks Tra Lumber,Lumber & Framing Components,58BTP,"5/8""x4'x8' Brown Pressure Treated Plywood",/ Sheet,$76.98,https://turkstralumber.com/products/3-4-x-4-x-8-brown-pressure-treated-plywood,TURKSTRALUMBERLTD,https://turkstralumber.com/cdn/shop/files/34btp.webp,2026-01-10 21:45:14.637328
Turks Tra Lumber,Lumber & Framing Components,34SPRTG,3/4”x4’x8’ Tongue and Groove Spruce Plywood,/ Sheet,$63.98,https://turkstralumber.com/products/3-4-4-x-8-construction-grade-tongue-and-groove-spruce-plywood-18-5-mm,TURKSTRALUMBERLTD,https://turkstralumber.com/cdn/shop/files/SpruceTGPly.jpg,2026-01-10 21:45:14.730788
Turks Tra Lumber,Lumber & Framing Components,11SC,1” X 1” Spruce Cant Strip,/ Lineal Foot,$0.40,https://turkstralumber.com/products/1-x-1-spruce-cant-strip,TURKSTRA,https://turkstralumber.com/cdn/shop/files/cantstrip.png,2026-01-10 21:45:14.821073
Turks Tra Lumber,Lumber & Framing Components,IBS816,Bridging For 8” Joists On 16” Centres,/ Piece,$18.00,https://turkstralumber.com/products/ibs2000-bridging-for-8-joists-on-16-centres,TURKSTRALUMBERLTD,https://turkstralumber.com/cdn/shop/files/IBSBridging_16bee995-e8ad-44b3-ab9d-d5afa0a9cefe.jpg,2026-01-10 21:45:14.945400
Turks Tra Lumber,Lumber & Framing Components,IBS812,Bridging For 8” Joists On 12” Centres,/ Piece,$18.00,https://turkstralumber.com/products/ibs2000-bridging-for-8-joists-on-12-centres,TURKSTRALUMBERLTD,https://turkstralumber.com/cdn/shop/files/IBSBridging_fbdcf606-f506-4044-8c44-51c7b42c86ed.jpg,2026-01-10 21:45:15.051334
Turks Tra Lumber,Lumber & Framing Components,IBS1016,Bridging For 10” Joists On 16” Centres,/ Piece,$18.00,https://turkstralumber.com/products/ibs2000-bridging-for-10-joists-on-16-centres,TURKSTRALUMBERLTD,https://turkstralumber.com/cdn/shop/files/IBSBridging_358f34b6-cb67-4705-a4b8-04ab94d6fa5a.jpg,2026-01-10 21:45:44.678455
Turks Tra Lumber,Lumber & Framing Components,IBS1012,Bridging For 10” Joists On 12” Centres,/ Piece,$18.00,https://turkstralumber.com/products/ibs2000-bridging-for-10-joists-on-12-centres,TURKSTRALUMBERLTD,https://turkstralumber.com/cdn/shop/files/IBSBridging.jpg,2026-01-10 21:45:44.771025
Turks Tra Lumber,Lumber & Framing Components,BR1016,2” X 2” Bridging for 10” joists on 16” centres,/ Piece,$0.85,https://turkstralumber.com/products/2-x-2-bridging-for-10-joists-on-16-centres,TURKSTRA,https://turkstralumber.com/cdn/shop/files/bridging_cc4c47c3-8917-4412-a50c-fbc911727590.jpg,2026-01-10 21:45:44.861136
Turks Tra Lumber,Lumber & Framing Components,BR816,2”x2” Bridging For 8” Joists On 16” Centres,/ Piece,$0.85,https://turkstralumber.com/products/2-x-2-bridging-for-8-joists-on-16-centres,TURKSTRALUMBERLTD,https://turkstralumber.com/cdn/shop/files/bridging_169d8be6-429b-4145-8112-490968dc5136.jpg,2026-01-10 21:45:44.951566
Turks Tra Lumber,Lumber & Framing Components,2824S,"2""x8""x24' Spruce Construction Lumber",/ Piece,$57.48,https://turkstralumber.com/products/2x8x24-kiln-dried-spruce-construction-lumber,TURKSTRA,https://turkstralumber.com/cdn/shop/files/2x8Spruce_bba3e632-8993-4266-b114-d3b15d323d9c.jpg,2026-01-10 21:45:45.079731
Turks Tra Lumber,Lumber & Framing Components,2818S,"2""x8""x18' Spruce Construction Lumber",/ Piece,$23.27,https://turkstralumber.com/products/2x8x18-kiln-dried-spruce-construction-lumber,TURKSTRA,https://turkstralumber.com/cdn/shop/files/2x8Spruce.jpg,2026-01-10 21:45:45.185062
Turks Tra Lumber,Lumber & Framing Components,2814S,2”x8”x14’ Spruce Construction Lumber,/ Piece,$25.74,https://turkstralumber.com/products/2-x8-x14-kiln-dried-spruce-construction-lumber,TURKSTRA,https://turkstralumber.com/cdn/shop/files/2x8Spruce_c8e2cf11-c9c4-4d71-9043-e8daabb3cfc6.jpg,2026-01-10 21:45:45.275783
Turks Tra Lumber,Lumber & Framing Components,2620S,"2""x6""x20' Spruce Construction Lumber",/ Piece,$22.62,https://turkstralumber.com/products/2x6x20-kiln-dried-spruce-construction-lumber,TURKSTRA,https://turkstralumber.com/cdn/shop/files/2x6Spruce_dbf6cc62-82d9-4bfe-b92a-6c1ffcf00776.jpg,2026-01-10 21:45:45.366458
Turks Tra Lumber,Lumber & Framing Components,2128S,2”x12”x8’ Spruce Construction Lumber,/ Piece,$26.21,https://turkstralumber.com/products/2-x12-x8-kiln-dried-spruce-construction-lumber,TURKSTRA,https://turkstralumber.com/cdn/shop/files/2x12spruce_3febd101-3642-47b9-a537-a9a59209cd59.jpg,2026-01-10 21:45:45.458249
Turks Tra Lumber,Lumber & Framing Components,21224S,"2""x12""x24' Spruce Construction Lumber",/ Piece,$111.88,https://turkstralumber.com/products/2x12x24-kiln-dried-spruce-construction-lumber,TURKSTRA,https://turkstralumber.com/cdn/shop/files/2x12spruce_2de2ab6a-82d4-492f-9fe9-6e940c73ed8d.jpg,2026-01-10 21:45:45.581969
Turks Tra Lumber,Lumber & Framing Components,21220S,"2""x12""x20' Spruce Construction Lumber",/ Piece,$63.93,https://turkstralumber.com/products/2x12x20-kiln-dried-spruce-construction-lumber,TURKSTRA,https://turkstralumber.com/cdn/shop/files/2x12spruce_3ad20def-83b1-4d36-bb9c-aafb9415db96.jpg,2026-01-10 21:45:45.673493
Turks Tra Lumber,Lumber & Framing Components,21214S,2”x12”x14’ Spruce Construction Lumber,/ Piece,$54.65,https://turkstralumber.com/products/2-x12-x14-kiln-dried-spruce-construction-lumber,TURKSTRA,https://turkstralumber.com/cdn/shop/files/2x12spruce_4cef0fde-5355-41b6-a08c-7940eaa46637.jpg,2026-01-10 21:45:45.765377
Turks Tra Lumber,Lumber & Framing Components,21024S,"2""x10""x24' Spruce Construction Lumber",/ Piece,$72.43,https://turkstralumber.com/products/2x10x24-kiln-dried-spruce-construction-lumber,TURKSTRA,https://turkstralumber.com/cdn/shop/files/2x10spruce_d585c6bc-b861-41d2-a8b1-b2caac6ba466.jpg,2026-01-10 21:45:45.856898
Turks Tra Lumber,Lumber & Framing Components,21012S,"2""x10”x12’ Spruce Construction Lumber",/ Piece,$27.96,https://turkstralumber.com/products/2-x10-x12-kiln-dried-spruce-construction-lumber,TURKSTRA,https://turkstralumber.com/cdn/shop/files/2x10spruce_46cdf710-1a99-4b4c-be21-975aa44905b3.jpg,2026-01-10 21:45:45.947788
Turks Tra Lumber,Lumber & Framing Components,10AJS25,9 1/2” AJS 25 I Joist 3 1/2” solid sawn flanges with OSB webbing,,Sold; Call for pricing: 1-855-561-1114,https://turkstralumber.com/products/9-1-2-ajs-25-i-joist-3-1-2-solid-sawn-flanges-with-osb-webbing,TURKSTRALUMBERLTD,https://turkstralumber.com/cdn/shop/files/ajsjoists_98e07d81-cdb2-4277-b91d-d03decef33c8.jpg,2026-01-10 21:45:46.017136
Turks Tra Lumber,Lumber & Framing Components,10AJS140,9 1/2” AJS 140 I Joist 2 1/2” solid sawn flanges with OSB webbing,,Sold; Call for pricing: 1-855-561-1114,https://turkstralumber.com/products/9-1-2-ajs-140-i-joist-2-1-2-solid-sawn-flanges-with-osb-webbing,TURKSTRALUMBERLTD,https://turkstralumber.com/cdn/shop/files/ajsjoists_1d89a9b8-cfd5-486d-81a4-79023e206d97.jpg,2026-01-10 21:45:46.116586
Turks Tra Lumber,Lumber & Framing Components,LSL269,"2""x6""x104-5/8"" T-TEC LSL Precut Stud 1.35E",/ Piece,$28.44,https://turkstralumber.com/products/2-x-6-x-104-5-8-timberstrand-laminated-strand-lumber-pre-cut-studs,TOLKO MARKETING AND SALES LTD,https://turkstralumber.com/cdn/shop/files/T-TEC-LSL-4_dd7a0ba7-d10e-4bab-a7b9-7d563712f826.png,2026-01-10 21:46:15.733647
Turks Tra Lumber,Lumber & Framing Components,LSL2610,"2""x6""x116-5/8"" T-TEC LSL Precut Stud1.35E",/ Piece,$31.60,https://turkstralumber.com/products/2-x-6-x-10-timberstrand-laminated-strand-lumber-pre-cut-studs,TOLKO MARKETING AND SALES LTD,https://turkstralumber.com/cdn/shop/files/T-TEC-LSL-4_61328bdb-c6f0-47c7-a19c-7f10bb81437a.png,2026-01-10 21:46:15.824998
Turks Tra Lumber,Lumber & Framing Components,LSL249,"2""x4""x104-5/8"" T-TEC LSL Precut Stud 1.35E",/ Piece,$18.90,https://turkstralumber.com/products/2-x-4-x-104-5-8-timberstrand-laminated-strand-lumber-pre-cut-studs,TOLKO MARKETING AND SALES LTD,https://turkstralumber.com/cdn/shop/files/T-TEC-LSL-4_ab2e277e-999b-4b0e-8d39-187794700a62.png,2026-01-10 21:46:15.926986
Turks Tra Lumber,Lumber & Framing Components,LSL2410,"2""x4""x116-5/8"" T-TEC LSL Precut Stud 1.35E",/ Piece,$21.00,https://turkstralumber.com/products/2-x-4-x-10-timberstrand-laminated-strand-lumber-pre-cut-studs,TOLKO MARKETING AND SALES LTD,https://turkstralumber.com/cdn/shop/files/T-TEC-LSL-4_598ce8aa-ab70-495b-bcb2-1b6e6f5fe603.png,2026-01-10 21:46:16.017922
Turks Tra Lumber,Lumber & Framing Components,66LVL,5 1/4” X 5 1/4” Versa-Lam® 1.8E 2650 Column,/ Lineal Foot,$12.82,https://turkstralumber.com/products/5-1-4-x-5-1-4-versa-lam%C2%AE-1-8e-2650-column,TURKSTRALUMBERLTD,https://turkstralumber.com/cdn/shop/files/6x6lvl.jpg,2026-01-10 21:46:16.141906
Turks Tra Lumber,Lumber & Framing Components,46LVL,3 1/2” X 5 1/4” Versa-Lam® 1.8E 2650 Column,/ Lineal Foot,$5.81,https://turkstralumber.com/products/3-1-2-x-5-1-4-versa-lam%C2%AE-1-8e-2650-column,TURKSTRALUMBERLTD,https://turkstralumber.com/cdn/shop/files/46lvl.jpg,2026-01-10 21:46:16.232226
Turks Tra Lumber,Lumber & Framing Components,20LVL14-12TRPL,"5 1/4"" X 14” X 12’ Versa-Lam® 2.1E 3100 Triple Laminated Veneer Lumber Beam",/ Piece,$501.12,https://turkstralumber.com/products/5-1-4-x-14-x-12-versa-lam%C2%AE-2-1e-3100-triple-laminated-veneer-lumber-beam,TURKSTRALUMBERLTD,https://turkstralumber.com/cdn/shop/files/LVLinuse_98a22936-dfe2-4302-8014-f86202f9676e.jpg,2026-01-10 21:46:16.324012
Turks Tra Lumber,Lumber & Framing Components,20LVL12-12DBL,"3 1/2"" X 11 7/8” X 12’ Versa-Lam® 2.1E 3100 Double Laminated Veneer Lumber Beam",/ Piece,$252.00,https://turkstralumber.com/products/3-1-2-x-11-7-8-x-12-versa-lam%C2%AE-2-1e-3100-double-laminated-veneer-lumber-beam,TURKSTRALUMBERLTD,https://turkstralumber.com/cdn/shop/files/LVLinuse_588eb824-97b2-4692-a0a9-3e0ed2ea4b07.jpg,2026-01-10 21:46:16.414465
Turks Tra Lumber,Lumber & Framing Components,20LVL10-20DBL,"3 1/2"" X 9 1/2” X 20’ Versa-Lam® 2.1E 3100 Double Laminated Veneer Lumber Beam",/ Piece,$339.20,https://turkstralumber.com/products/3-1-2-x-9-1-2-x-20-versa-lam%C2%AE-2-1e-3100-double-laminated-veneer-lumber-beam,TURKSTRALUMBERLTD,https://turkstralumber.com/cdn/shop/files/LVLinuse_0d91e1a4-4ec8-4971-9704-10ff3b6f8a1d.jpg,2026-01-10 21:46:16.506528
Turks Tra Lumber,Lumber & Framing Components,ST8,8' Shed Truss 6/12 Pitch,/ Each,$79.00,https://turkstralumber.com/products/8-shed-truss-6-12-pitch,TURKSTRA,https://turkstralumber.com/cdn/shop/files/st810.jpg,2026-01-10 21:46:16.628930
Turks Tra Lumber,Lumber & Framing Components,44SC-10,4” X 4” X 10’ Spruce Cant Strip,/ Piece,$15.50,https://turkstralumber.com/products/4-x-4-x-10-spruce-cant-strip,TAIGA BUILDING PRODUCTS LTD,https://turkstralumber.com/cdn/shop/files/44SC-10.webp,2026-01-10 21:46:16.722182
Turks Tra Lumber,Lumber & Framing Components,PDPAWL-200,".157""x 2"" PDPAWL Powder-Actuated Pin w/ 1"" Washer (100/BX)",/ Each,$24.15,https://turkstralumber.com/products/pdpawl-157-in-x-2-in-powder-actuated-pin-w-1-in-washer-100-qty,SIMPSON STRONG-TIE®,https://turkstralumber.com/cdn/shop/files/PDPAWL_07c909f9-4754-498e-9f0a-1cb0f1f37b84.png,2026-01-10 21:46:16.812829
Turks Tra Lumber,Lumber & Framing Components,PDPAWL-250,".157""x2-1/2"" PDPAWL Powder-Actuated Pin w/ 1"" Washer (100/BX)",/ Each,$25.80,https://turkstralumber.com/products/pdpawl-157-in-x-2-1-2-in-powder-actuated-pin-w-1-in-washer-100-qty,SIMPSON STRONG-TIE®,https://turkstralumber.com/cdn/shop/files/PDPAWL.png,2026-01-10 21:46:16.905202
Turks Tra Lumber,Lumber & Framing Components,PDPA-75,".157""x 3/4"" PDPA Powder-Actuated Pin (100/BX)",/ Box,$10.65,https://turkstralumber.com/products/pdpa-157-in-x-3-4-in-powder-actuated-pin-100-qty,SIMPSON STRONG-TIE®,https://turkstralumber.com/cdn/shop/files/PDPA_3d7e6da5-decf-479e-a162-21eb87db9c34.png,2026-01-10 21:46:16.995841
Turks Tra Lumber,Lumber & Framing Components,PDPA-287,".157""x2-7/8"" PDPA Powder-Actuated Pin (100/BX)",/ Box,$19.95,https://turkstralumber.com/products/pdpa-157-in-x-2-7-8-in-powder-actuated-pin-100-qty,SIMPSON STRONG-TIE®,https://turkstralumber.com/cdn/shop/files/PDPA_016c9f93-bddb-4f28-9528-c1891f0fb00c.png,2026-01-10 21:46:17.131106
Turks Tra Lumber,Lumber & Framing Components,PDPA-250,".157""x2-1/2"" PDPA Powder-Actuated Pin (100/BX)",/ Box,$18.65,https://turkstralumber.com/products/pdpa-157-in-x-2-1-2-in-powder-actuated-pin-100-qty,SIMPSON STRONG-TIE®,https://turkstralumber.com/cdn/shop/files/PDPA_90d4c2dc-e7f2-4ef9-90b3-e6dcf7c5b4d0.png,2026-01-10 21:46:17.222560
Turks Tra Lumber,Lumber & Framing Components,PDPA-200,".157""x2"" PDPA Powder-Actuated Pin (100/BX)",/ Box,$15.75,https://turkstralumber.com/products/pdpa-157-in-x-2-in-powder-actuated-pin-100-qty,SIMPSON STRONG-TIE®,https://turkstralumber.com/cdn/shop/files/PDPA_daf1912a-3ff6-4221-9372-1b9fe4a9b629.png,2026-01-10 21:46:47.107411
Turks Tra Lumber,Lumber & Framing Components,PDPA-150,".157""x1-1/2"" PDPA Powder-Actuated Pin (100/BX)",/ Box,$12.95,https://turkstralumber.com/products/pdpa-157-in-x-1-1-2-in-powder-actuated-pin-100-qty,SIMPSON STRONG-TIE®,https://turkstralumber.com/cdn/shop/files/PDPA_f5f5bf15-1dad-4d90-9e05-e82f781f3d91.png,2026-01-10 21:46:47.203851
Turks Tra Lumber,Lumber & Framing Components,PDPA-100,".157""x1"" PDPA Powder-Actuated Pin (100/BX)",/ Box,$10.65,https://turkstralumber.com/products/pdpa-157-in-x-1-in-powder-actuated-pin-100-qty,SIMPSON STRONG-TIE®,https://turkstralumber.com/cdn/shop/files/PDPA.png,2026-01-10 21:46:47.296088
Turks Tra Lumber,Lumber & Framing Components,P27SL5,"0.27 Caliber P27SL Plastic, 10-Shot Strip Load, Red (100/BX)",/ Box,$24.95,https://turkstralumber.com/products/p27sl-0-27-caliber-plastic-10-shot-strip-load-red-100-qty,SIMPSON STRONG-TIE®,https://turkstralumber.com/cdn/shop/files/A_P27SL5_RetPackPho_RI_Prod_27-CaliberPlastic-StripLoads-Red_C0.png,2026-01-10 21:46:47.386016
Turks Tra Lumber,Lumber & Framing Components,P27SL4,"0.27 Caliber P27SL Plastic, 10-Shot Strip Load, Yellow (100/BX)",/ Box,$24.95,https://turkstralumber.com/products/p27sl-0-27-caliber-plastic-10-shot-strip-load-yellow-100-qty,SIMPSON STRONG-TIE®,https://turkstralumber.com/cdn/shop/files/A_P27SL4_RetPackPho_RI_Prod_27-CaliberPlastic-StripLoads-Yellow_C0.png,2026-01-10 21:46:47.509307
Turks Tra Lumber,Lumber & Framing Components,P27SL3,"0.27 Caliber P27SL Plastic, 10-Shot Strip Load, Green (100/BX)",/ Box,$24.95,https://turkstralumber.com/products/p27sl-0-27-caliber-plastic-10-shot-strip-load-green-100-qty,SIMPSON STRONG-TIE®,https://turkstralumber.com/cdn/shop/files/A_P27SL3_RetPackPho_RI_Prod_27-CaliberPlastic-StripLoads-Green-wBackground_C0.png,2026-01-10 21:46:47.600498
Turks Tra Lumber,Lumber & Framing Components,P22AC3,"0.22 Caliber P22AC Single Shot Crimp Load, LVL 3, Green (100/BX)",/ Box,$17.55,https://turkstralumber.com/products/p22ac-0-22-caliber-single-shot-crimp-load-lvl-3-green-100-qty,SIMPSON STRONG-TIE®,https://turkstralumber.com/cdn/shop/files/A_P22AC3_RetPackPho_RI_Prod_22CaliberA-CrimpLoads_SingleShot-GreenPaint_C0.png,2026-01-10 21:46:47.690993
Turks Tra Lumber,Lumber & Framing Components,P22AC4,"0.22 Caliber P22AC Single Shot Crimp Load, LVL 4, Yellow (100/BX)",/ Box,$17.55,https://turkstralumber.com/products/p22ac-0-22-caliber-single-shot-crimp-load-lvl-4-yellow-100-qty,SIMPSON STRONG-TIE®,https://turkstralumber.com/cdn/shop/files/A_P22AC4_RetPackPho_RI_Prod_22CaliberA-CrimpLoads_SingleShot-YellowPaint_C0.png,2026-01-10 21:46:47.781867
Turks Tra Lumber,Lumber & Framing Components,LBOLT8HDG-PC,"1/2""x8"" L-Bolt Anchor Bolt, Hot Dipped Galvanized",/ Piece,$2.45,https://turkstralumber.com/products/1-2-in-x-8-in-hot-dip-galvanized-l-bolt-anchor-bolt-50-qty,SIMPSON STRONG-TIE®,https://turkstralumber.com/cdn/shop/files/C_LBOLT62100HDG_ProdPho_Pho_Prod_SideView_CA_C0_1_cd2c98ec-4af3-49e3-b4e9-8a90552ec923.png,2026-01-10 21:46:47.873830
Turks Tra Lumber,Lumber & Framing Components,P22AC2,"0.22 Caliber P22A Single Shot Crimp Load, LVL 2, Brown (100/BX)",/ Box,$17.55,https://turkstralumber.com/products/p22ac-0-22-caliber-single-shot-crimp-load-lvl-2-brown-100-qty,SIMPSON STRONG-TIE®,https://turkstralumber.com/cdn/shop/files/A_P22AC2_RetPackPho_RI_Prod_22CaliberA-CrimpLoads_SingleShot-BrownPaint_C0.png,2026-01-10 21:46:47.999966
Turks Tra Lumber,Lumber & Framing Components,PSCL1/2,"1/2"" Plywood Clip (250/Box)",/ Box,$25.95,https://turkstralumber.com/products/1-2-plywood-clip-250-box,SIMPSON STRONG-TIE®,https://turkstralumber.com/cdn/shop/files/PSCL12.jpg,2026-01-10 21:46:48.091228
Turks Tra Lumber,Lumber & Framing Components,LGT3-SDS2.5,LGT 3-Ply Girder Tiedown with Strong-Drive® SDS Screws,/ Piece,$92.53,https://turkstralumber.com/products/lgt-3-ply-girder-tiedown-with-strong-drive%C2%AE-sds-screws-pack-of-192,SIMPSON STRONG-TIE®,https://turkstralumber.com/cdn/shop/files/LGT3-SDS25_RI.png,2026-01-10 21:46:48.180108
Turks Tra Lumber,Lumber & Framing Components,LGT2,LGT 2-Ply Girder Tiedown,/ Piece,$23.71,https://turkstralumber.com/products/lgt-2-ply-girder-tiedown,SIMPSON STRONG-TIE®,https://turkstralumber.com/cdn/shop/files/LGT2_RI.png,2026-01-10 21:46:48.272900
Turks Tra Lumber,Lumber & Framing Components,PSCL7/16-50,"7/16"" 20 Gauge PSCL Panel Sheathing Clip (50/PK)",/ Pack (approx),$13.25,https://turkstralumber.com/products/pscl-20-gauge-panel-sheathing-clip-for-7-16-in-plywood-50-qty,SIMPSON STRONG-TIE®,https://turkstralumber.com/cdn/shop/files/PSCL7-16_RI_d621907b-6665-4fef-86a0-bfe7f0ace7f7.png,2026-01-10 21:46:48.363813
Turks Tra Lumber,Lumber & Framing Components,PSCL5/8,"5/8"" 20 Gauge PSCL Panel Sheathing Clip (250/BX)",/ Box,$29.95,https://turkstralumber.com/products/pscl-20-gauge-panel-sheathing-clip-for-5-8-in-plywood-250-qty,SIMPSON STRONG-TIE®,https://turkstralumber.com/cdn/shop/files/PSCL5-8_RI.png,2026-01-10 21:46:48.457101
Turks Tra Lumber,Lumber & Framing Components,PSCL3/8-50,"3/8"" 20 Gauge PSCL Panel Sheathing Clip (50/PK)",/ Pack (approx),$13.25,https://turkstralumber.com/products/pscl-20-gauge-panel-sheathing-clip-for-3-8-in-plywood-50-qty,SIMPSON STRONG-TIE®,https://turkstralumber.com/cdn/shop/files/PSCL7-16_RI.png,2026-01-10 21:46:48.579798
Turks Tra Lumber,Lumber & Framing Components,PSCL3/4,"3/4"" 20 Gauge PSCL Panel Sheathing Clip (250/BX)",/ Box,$38.45,https://turkstralumber.com/products/pscl-20-gauge-panel-sheathing-clip-for-3-4-in-plywood-250-qty,SIMPSON STRONG-TIE®,https://turkstralumber.com/cdn/shop/files/PSCL_layer.png,2026-01-10 21:47:18.455108
Turks Tra Lumber,Lumber & Framing Components,PSCL1/2-50,"1/2"" Plywood Clip (50 Pack)",/ Pack (approx),$13.25,https://turkstralumber.com/products/pscl-20-gauge-panel-sheathing-clip-for-1-2-in-plywood-50-qty,SIMPSON STRONG-TIE®,https://turkstralumber.com/cdn/shop/files/PSCL1-2-R50_RI.png,2026-01-10 21:47:18.546400
Turks Tra Lumber,Lumber & Framing Components,MP36-PC,"3""x6"" MP 20 Gauge Mending Plate, Zinc Galvanized",/ Piece,$3.35,https://turkstralumber.com/products/mp-3-in-x-6-in-20-gauge-galvanized-mending-plate-pack-of-100,SIMPSON STRONG-TIE®,https://turkstralumber.com/cdn/shop/files/C_MP36_ProdPho_Pho_Prod_MendingPlate_C0.png,2026-01-10 21:47:18.650629
